userId,storyId,score,time,mode
194988485,fr-en-oscar-a-los-angeles,7,2021-11-07 08:59:32,READ
194988485,fr-en-des-vacances-a-l-aeroport,7,2021-11-08 00:42:13,READ
194988485,fr-en-zari-apprend-a-conduire,8,2021-11-10 11:13:22,READ
194988485,fr-en-qui-vient-diner,7,2021-11-10 21:04:32,READ
194988485,fr-en-parfait-pour-ce-travail,8,2021-11-12 01:04:42,READ
194988485,fr-en-la-meilleure-note,7,2021-11-14 04:06:25,READ
194988485,fr-en-le-diner-d-hier-soir,7,2021-11-14 04:20:11,READ
194988485,fr-en-Il-m-appelle,7,2021-11-14 10:02:39,READ
194988485,fr-en-la-question-secrete,8,2021-11-16 22:54:19,READ
194988485,fr-en-travailler-a-la-maison,7,2021-11-21 22:56:03,READ
194988485,fr-en-le-dessin,8,2021-11-22 23:30:41,READ
194988485,fr-en-le-bon-moment,8,2021-11-26 07:23:36,READ
194988485,fr-en-la-boulangerie,9,2021-11-26 23:26:34,READ
194988485,fr-en-le-nouveau-hobby,8,2021-11-27 21:06:30,READ
194988485,fr-en-le-garcon-que-j-aime,9,2021-12-01 00:39:47,READ
194988485,fr-en-un-cri-dans-la-nuit,7,2021-12-12 02:56:06,READ
194988485,fr-en-la-surprise-de-vikram,6,2021-12-14 00:30:29,READ
194988485,fr-en-je-veux-etre-comme-toi,6,2022-01-16 03:36:05,READ
194988485,fr-garde-d-oiseau-a-domicile,7,2022-02-01 01:05:05,READ
194988485,fr-en-lily-range-l-appartement,8,2022-02-22 07:50:35,READ
194988485,fr-en-le-hacker,8,2022-02-22 08:54:17,READ
194988485,fr-en-j-adore-ta-coupe,9,2022-02-25 07:16:52,READ
194988485,fr-en-nouveau-jean,9,2022-03-30 22:17:09,READ
194988485,fr-en-la-nouvelle-colocataire,9,2022-04-02 21:35:24,READ
194988485,fr-en-un-super-concert,8,2022-04-02 21:38:47,READ
194988485,fr-en-la-photo-de-bebe,8,2023-03-16 23:30:07,READ
194988485,fr-en-le-demenagement,9,2023-03-29 10:35:50,READ
194988485,fr-en-la-mariee,8,2023-04-10 07:09:04,READ
194988485,fr-en-un-mariage-elegant,8,2023-04-11 01:38:25,READ
194988485,fr-en-un-mariage-elegant,7,2023-04-11 02:21:00,READ
194988485,fr-en-c-est-moi-qui-conduis,9,2023-05-12 01:16:48,READ
194988485,fr-en-cinquante-ans-plus-tard,9,2023-06-03 14:06:01,READ
194988485,fr-en-deplacons-le-lit,8,2023-06-23 15:37:21,READ
194988485,fr-en-la-nouvelle-application,7,2023-08-06 11:19:14,READ
194988485,fr-en-l-urgence-d-Eddy,10,2023-08-13 23:02:45,READ
194988485,fr-en-la-nouvelle-application,9,2023-08-16 15:47:16,READ
194988485,fr-en-la-nouvelle-application,8,2023-09-01 15:57:19,READ
194988485,fr-en-le-cadeau-de-mariage,7,2023-09-02 00:52:12,READ
194988485,fr-en-un-mariage-elegant,8,2023-09-04 13:40:14,READ
194988485,fr-en-le-rencard-de-bea,9,2023-09-06 23:38:21,READ
194988485,fr-en-l-anniversaire-de-mariage,9,2023-09-11 22:56:44,READ
194988485,fr-en-je-vais-courir-un-marathon,9,2023-09-14 11:21:09,READ
194988485,fr-en-c-est-moi-qui-conduis,8,2023-09-16 04:22:39,READ
194988485,fr-en-je-vais-courir-un-marathon,10,2023-10-04 23:21:41,READ
194988485,fr-en-les-extraterrestres-existent,8,2023-10-21 11:36:13,READ
194988485,fr-en-le-viking-de-l-espace,8,2023-10-30 12:47:27,READ
194988485,fr-en-mauvaise-reception,8,2023-11-03 14:50:49,READ
194988485,fr-en-une-promenade-en-bateau,7,2023-11-06 00:19:39,READ
194988485,fr-en-un-anniversaire-parfait,7,2023-11-18 00:32:40,READ
194988485,fr-en-ou-est-le-chien,8,2023-11-28 12:01:12,READ
194988485,fr-en-ce-que-Junior-veut,7,2023-12-19 11:19:00,READ
194988485,fr-en-le-mot-de-passe,6,2023-12-24 03:28:43,READ
194988485,fr-en-le-bazar-de-Junior,8,2023-12-28 14:51:30,READ
194988485,fr-en-l-audition,8,2024-01-11 10:54:13,READ
194988485,fr-en-l-anniversaire-de-mariage,7,2024-01-14 01:26:09,READ
194988485,fr-en-film-d-horreur,7,2024-01-14 17:09:33,READ
194988485,fr-en-tante-elisabeth,8,2024-01-22 14:03:38,READ
194988485,fr-en-vingt-ans,5,2024-01-26 23:34:27,READ
194988485,fr-en-l-entretien-de-junior,7,2024-01-30 12:02:50,READ
194988485,fr-en-le-batteur,8,2024-02-02 02:30:31,READ
194988485,fr-en-parfait-pour-ce-travail,8,2024-02-04 07:56:49,READ
194988485,fr-en-la-meilleure-note,7,2024-02-04 09:53:17,READ
194988485,fr-en-desole-d-etre-en-retard,7,2024-02-05 00:35:55,READ
194988485,fr-en-jolie-cravate,7,2024-02-06 23:57:32,READ
194988485,fr-en-l-accident,5,2024-02-07 23:31:17,READ
194988485,fr-en-le-film-commence,6,2024-02-11 03:16:46,READ
194988485,fr-en-ce-n-est-pas-un-rencard,7,2024-02-14 01:48:16,READ
194988485,fr-en-l-exposition,6,2024-02-14 03:46:16,READ
194988485,fr-en-regarde-les-baleines,8,2024-02-16 00:29:32,READ
194988485,fr-en-le-diner-d-hier-soir,6,2024-02-16 00:51:36,READ
194988485,fr-en-Il-m-appelle,6,2024-02-16 01:03:08,READ
194988485,fr-en-je-peux-le-reparer,8,2024-02-17 07:10:06,READ
194988485,fr-en-la-question-secrete,9,2024-02-18 23:41:16,READ
194988485,fr-en-la-fete-d-hannah,6,2024-02-19 13:24:16,READ
194988485,fr-en-la-reunion-d-eddy,7,2024-02-25 00:03:36,READ
194988485,fr-en-c-est-moi-la-chef,7,2024-03-03 01:03:21,READ
194988485,fr-en-ton-wi-fi-fonctionne,7,2024-03-03 22:48:31,READ
194988485,fr-en-travailler-a-la-maison,6,2024-03-10 02:52:41,READ
194988485,fr-en-la-pire-saison,7,2024-03-12 02:24:11,READ
194988485,fr-en-appelez-un-docteur,8,2024-03-18 05:51:58,READ
194988485,fr-en-le-dessin,8,2024-03-18 06:08:53,READ
194988485,fr-en-le-bon-moment,7,2024-03-20 14:39:41,READ
194988485,fr-en-la-boulangerie,9,2024-03-21 14:11:17,READ
194988485,fr-en-le-cv-de-lin,8,2024-03-24 12:24:07,READ
194988485,fr-en-le-nouveau-hobby,8,2024-03-24 12:33:50,READ
194988485,fr-en-le-garcon-que-j-aime,9,2024-03-28 15:17:20,READ
194988485,fr-en-un-cri-dans-la-nuit,7,2024-03-28 23:02:17,READ
194988485,fr-en-la-surprise-de-vikram,5,2024-03-29 12:09:07,READ
194988485,fr-en-je-veux-etre-comme-toi,6,2024-03-29 12:21:05,READ
194988485,fr-en-le-concours-de-patisserie,8,2024-03-31 05:43:41,READ
194988485,fr-garde-d-oiseau-a-domicile,7,2024-04-01 11:28:31,READ
194988485,fr-en-le-remboursement,6,2024-04-03 04:37:45,READ
194988485,fr-en-lily-range-l-appartement,7,2024-04-03 14:56:00,READ
194988485,fr-en-le-hacker,5,2024-04-04 02:22:42,READ
194988485,fr-en-j-adore-ta-coupe,5,2024-04-04 23:01:36,READ
194988485,fr-en-quelque-chose-de-nouveau,7,2024-04-04 23:49:40,READ
194988485,fr-en-nouveau-jean,7,2024-04-06 14:47:32,READ
194988485,fr-en-la-nouvelle-colocataire,7,2024-04-07 00:18:40,READ
194988485,fr-en-un-super-concert,7,2024-04-08 04:10:38,READ
194988485,fr-en-la-piece-de-janelle,7,2024-04-08 14:08:28,READ
194988485,fr-en-relation-a-distance,7,2024-04-08 22:51:22,READ
194988485,fr-en-les-tortues-de-l-espace,7,2024-04-12 03:18:51,READ
194988485,fr-en-le-costume-de-zari,9,2024-04-12 13:46:21,READ
194988485,fr-en-turbulence,7,2024-04-14 00:17:21,READ
194988485,fr-en-la-fete,8,2024-04-16 00:31:33,READ
194988485,fr-en-votez-eddy,7,2024-04-16 01:01:16,READ
194988485,fr-en-la-loi-du-chat,8,2024-04-16 22:46:55,READ
194988485,fr-en-connue-sur-les-reseaux-sociaux,8,2024-04-16 23:05:21,READ
194988485,fr-en-une-journee-a-la-plage,8,2024-04-17 22:37:25,READ
194988485,fr-en-je-veux-vraiment-ce-travail,8,2024-04-17 22:53:23,READ
194988485,fr-en-le-service-a-the,8,2024-04-18 11:34:21,READ
194988485,fr-en-j-adore-les-pirates,8,2024-04-18 23:40:21,READ
194988485,fr-en-mange-tes-legumes,7,2024-04-19 00:10:19,READ
194988485,fr-en-on-n-est-plus-cool,7,2024-04-19 11:15:50,READ
194988485,fr-en-une-etoile,6,2024-04-21 00:55:06,READ
194988485,fr-en-ne-pas-donner-a-manger-aux-phoques,7,2024-04-21 10:24:50,READ
194988485,fr-en-croisiere-au-coucher-du-soleil,7,2024-04-21 10:31:17,READ
194988485,fr-en-croisiere-au-coucher-du-soleil,7,2024-04-21 10:40:50,READ
194988485,fr-en-le-fils-du-patron,7,2024-04-23 12:47:35,READ
194988485,fr-en-l-ecole-de-magie,8,2024-04-23 22:53:58,READ
194988485,fr-en-le-cours-de-yoga,7,2024-04-25 01:34:56,READ
194988485,fr-en-eddy-la-princesse,8,2024-04-26 01:08:58,READ
194988485,fr-en-une-fete-chic,8,2024-04-28 00:43:49,READ
194988485,fr-en-trop-differentes,7,2024-04-28 01:03:49,READ
194988485,fr-en-junior-se-fait-vacciner,8,2024-04-29 13:55:31,READ
194988485,fr-en-plus-d-ail,7,2024-04-30 01:41:33,READ
