Artist,Song Title,Song ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Bini,Born To Win - String Quartet Version,6DrXWDcVYh933uk9ygjFyT,0.68,0.279,9.0,-7.563,0.0,0.0326,0.935,0.104,0.152,0.645,102.985,audio_features,6DrXWDcVYh933uk9ygjFyT,spotify:track:6DrXWDcVYh933uk9ygjFyT,https://api.spotify.com/v1/tracks/6DrXWDcVYh933uk9ygjFyT,https://api.spotify.com/v1/audio-analysis/6DrXWDcVYh933uk9ygjFyT,183615.0,4.0
Bini,Born To Win - Latin Version,7CCXN1euWg5yU21YTYbR0K,0.666,0.758,0.0,-10.222,1.0,0.032,0.024,0.775,0.0735,0.932,107.999,audio_features,7CCXN1euWg5yU21YTYbR0K,spotify:track:7CCXN1euWg5yU21YTYbR0K,https://api.spotify.com/v1/tracks/7CCXN1euWg5yU21YTYbR0K,https://api.spotify.com/v1/audio-analysis/7CCXN1euWg5yU21YTYbR0K,177842.0,4.0
Bini,Born To Win - Instrumental,2RisvAWnWIxFGz3cSFknSY,0.748,0.715,0.0,-4.455,1.0,0.0458,0.00273,0.525,0.0685,0.453,108.013,audio_features,2RisvAWnWIxFGz3cSFknSY,spotify:track:2RisvAWnWIxFGz3cSFknSY,https://api.spotify.com/v1/tracks/2RisvAWnWIxFGz3cSFknSY,https://api.spotify.com/v1/audio-analysis/2RisvAWnWIxFGz3cSFknSY,173889.0,4.0
Bini,Huwag Muna Tayong Umuwi,5UPaNTNo6q9qkHC9d3wXhv,0.561,0.82,8.0,-4.854,1.0,0.0282,0.165,5.23e-05,0.101,0.423,100.047,audio_features,5UPaNTNo6q9qkHC9d3wXhv,spotify:track:5UPaNTNo6q9qkHC9d3wXhv,https://api.spotify.com/v1/tracks/5UPaNTNo6q9qkHC9d3wXhv,https://api.spotify.com/v1/audio-analysis/5UPaNTNo6q9qkHC9d3wXhv,297600.0,4.0
Bini,The Mighty Chorus - Live,7o11aAZ3af4nkihtvyGhBs,0.336,0.71,3.0,-5.715,1.0,0.036,0.00127,3.32e-06,0.909,0.448,157.961,audio_features,7o11aAZ3af4nkihtvyGhBs,spotify:track:7o11aAZ3af4nkihtvyGhBs,https://api.spotify.com/v1/tracks/7o11aAZ3af4nkihtvyGhBs,https://api.spotify.com/v1/audio-analysis/7o11aAZ3af4nkihtvyGhBs,297887.0,3.0
Bini,My Soul Follows - Live,0ZG9bCzYfPuJ4WWokzuJv0,0.315,0.579,3.0,-7.59,1.0,0.0426,0.0709,2.63e-06,0.674,0.178,157.769,audio_features,0ZG9bCzYfPuJ4WWokzuJv0,spotify:track:0ZG9bCzYfPuJ4WWokzuJv0,https://api.spotify.com/v1/tracks/0ZG9bCzYfPuJ4WWokzuJv0,https://api.spotify.com/v1/audio-analysis/0ZG9bCzYfPuJ4WWokzuJv0,596902.0,4.0
Bini,Waterfall - Live,7CkkJ1UzFAG7Zl0CaLA24k,0.434,0.797,6.0,-5.017,1.0,0.0402,0.0937,0.0,0.299,0.189,93.026,audio_features,7CkkJ1UzFAG7Zl0CaLA24k,spotify:track:7CkkJ1UzFAG7Zl0CaLA24k,https://api.spotify.com/v1/tracks/7CkkJ1UzFAG7Zl0CaLA24k,https://api.spotify.com/v1/audio-analysis/7CkkJ1UzFAG7Zl0CaLA24k,293387.0,4.0
Bini,Bringing Back the Ark - Live,1oyC5vqsUbdRH8lnZ5JXZ7,0.44,0.698,0.0,-7.813,1.0,0.0509,0.0261,1.46e-06,0.875,0.31,139.83,audio_features,1oyC5vqsUbdRH8lnZ5JXZ7,spotify:track:1oyC5vqsUbdRH8lnZ5JXZ7,https://api.spotify.com/v1/tracks/1oyC5vqsUbdRH8lnZ5JXZ7,https://api.spotify.com/v1/audio-analysis/1oyC5vqsUbdRH8lnZ5JXZ7,328920.0,4.0
Bini,Living Proof - Live,3avjtGPSIqeGMdrWs7P0OU,0.222,0.578,11.0,-7.318,1.0,0.0397,0.0569,0.0,0.116,0.123,159.613,audio_features,3avjtGPSIqeGMdrWs7P0OU,spotify:track:3avjtGPSIqeGMdrWs7P0OU,https://api.spotify.com/v1/tracks/3avjtGPSIqeGMdrWs7P0OU,https://api.spotify.com/v1/audio-analysis/3avjtGPSIqeGMdrWs7P0OU,281747.0,3.0
Bini,Rabbit Hole,5NiDRglaNSoKjain9lC6Qj,0.39,0.87,11.0,-8.239,1.0,0.0635,1.3e-05,1.84e-05,0.36,0.232,139.969,audio_features,5NiDRglaNSoKjain9lC6Qj,spotify:track:5NiDRglaNSoKjain9lC6Qj,https://api.spotify.com/v1/tracks/5NiDRglaNSoKjain9lC6Qj,https://api.spotify.com/v1/audio-analysis/5NiDRglaNSoKjain9lC6Qj,333000.0,4.0
Bini,One Life,5I6ohxdSpuR6oxR15nvDqP,0.928,0.703,10.0,-5.596,0.0,0.0636,0.24,0.0,0.0614,0.9,119.935,audio_features,5I6ohxdSpuR6oxR15nvDqP,spotify:track:5I6ohxdSpuR6oxR15nvDqP,https://api.spotify.com/v1/tracks/5I6ohxdSpuR6oxR15nvDqP,https://api.spotify.com/v1/audio-analysis/5I6ohxdSpuR6oxR15nvDqP,182937.0,4.0
Bini,All Creation - Live,6FrZAKsOiRxXpSOlVvreXV,0.553,0.836,5.0,-5.782,1.0,0.0398,0.00503,1.04e-06,0.336,0.352,117.983,audio_features,6FrZAKsOiRxXpSOlVvreXV,spotify:track:6FrZAKsOiRxXpSOlVvreXV,https://api.spotify.com/v1/tracks/6FrZAKsOiRxXpSOlVvreXV,https://api.spotify.com/v1/audio-analysis/6FrZAKsOiRxXpSOlVvreXV,339346.0,4.0
Bini,How Great / It Is Happening - Live,5sG8aiK61BPeorUJvdrqrh,0.356,0.775,4.0,-6.658,1.0,0.0831,0.0456,0.0,0.222,0.147,143.741,audio_features,5sG8aiK61BPeorUJvdrqrh,spotify:track:5sG8aiK61BPeorUJvdrqrh,https://api.spotify.com/v1/tracks/5sG8aiK61BPeorUJvdrqrh,https://api.spotify.com/v1/audio-analysis/5sG8aiK61BPeorUJvdrqrh,599680.0,4.0
Bini,Faith Sees - Live,04VscNeOFNBAumg1POKLDG,0.555,0.803,11.0,-6.485,1.0,0.0433,0.00103,1.31e-05,0.102,0.485,99.066,audio_features,04VscNeOFNBAumg1POKLDG,spotify:track:04VscNeOFNBAumg1POKLDG,https://api.spotify.com/v1/tracks/04VscNeOFNBAumg1POKLDG,https://api.spotify.com/v1/audio-analysis/04VscNeOFNBAumg1POKLDG,252320.0,4.0
Bini,Lagi,6OFHpxK8WUNFAbiC1T7zOY,,,,,,,,,,,,,,,,,,
Bini,Here With You,5uaXb9f2eLUSTmm4mYm5Hf,0.592,0.708,8.0,-4.93,1.0,0.0911,0.319,0.0,0.0982,0.265,87.96,audio_features,5uaXb9f2eLUSTmm4mYm5Hf,spotify:track:5uaXb9f2eLUSTmm4mYm5Hf,https://api.spotify.com/v1/tracks/5uaXb9f2eLUSTmm4mYm5Hf,https://api.spotify.com/v1/audio-analysis/5uaXb9f2eLUSTmm4mYm5Hf,212727.0,4.0
Bini,I See Jesus,138EvnWm40DPO57QOyXkSp,0.37,0.39,7.0,-7.227,1.0,0.0263,0.0384,0.0,0.0859,0.256,78.111,audio_features,138EvnWm40DPO57QOyXkSp,spotify:track:138EvnWm40DPO57QOyXkSp,https://api.spotify.com/v1/tracks/138EvnWm40DPO57QOyXkSp,https://api.spotify.com/v1/audio-analysis/138EvnWm40DPO57QOyXkSp,298114.0,4.0
Bini,Feel Like Dancing,1gO4MXJFqrtmQMpadOIeAY,0.731,0.79,0.0,-8.192,1.0,0.0486,0.0155,0.00107,0.342,0.671,119.082,audio_features,1gO4MXJFqrtmQMpadOIeAY,spotify:track:1gO4MXJFqrtmQMpadOIeAY,https://api.spotify.com/v1/tracks/1gO4MXJFqrtmQMpadOIeAY,https://api.spotify.com/v1/audio-analysis/1gO4MXJFqrtmQMpadOIeAY,204500.0,4.0
Bini,Song of My Heart - Live,4RDe7hCcVtPvfVpn2r6JpI,0.514,0.833,6.0,-4.88,1.0,0.0443,0.00377,0.000263,0.329,0.21,122.933,audio_features,4RDe7hCcVtPvfVpn2r6JpI,spotify:track:4RDe7hCcVtPvfVpn2r6JpI,https://api.spotify.com/v1/tracks/4RDe7hCcVtPvfVpn2r6JpI,https://api.spotify.com/v1/audio-analysis/4RDe7hCcVtPvfVpn2r6JpI,302565.0,4.0
Bini,All Because You're Here - Live,5bM7uKTUk40i3QjgOcfytE,0.274,0.512,7.0,-7.563,1.0,0.034,0.038,0.0,0.119,0.132,139.907,audio_features,5bM7uKTUk40i3QjgOcfytE,spotify:track:5bM7uKTUk40i3QjgOcfytE,https://api.spotify.com/v1/tracks/5bM7uKTUk40i3QjgOcfytE,https://api.spotify.com/v1/audio-analysis/5bM7uKTUk40i3QjgOcfytE,294713.0,4.0
Bini,I Delight - Live,76anQWAex044o7xFEowl9s,0.186,0.461,7.0,-8.602,1.0,0.0338,0.135,1.52e-06,0.114,0.0872,145.965,audio_features,76anQWAex044o7xFEowl9s,spotify:track:76anQWAex044o7xFEowl9s,https://api.spotify.com/v1/tracks/76anQWAex044o7xFEowl9s,https://api.spotify.com/v1/audio-analysis/76anQWAex044o7xFEowl9s,446147.0,3.0
Bini,Be Still and Know - Live,4GUWLDcyEDBbFEbxD3Hu35,0.269,0.402,0.0,-9.063,1.0,0.0333,0.0366,0.0,0.294,0.104,74.828,audio_features,4GUWLDcyEDBbFEbxD3Hu35,spotify:track:4GUWLDcyEDBbFEbxD3Hu35,https://api.spotify.com/v1/tracks/4GUWLDcyEDBbFEbxD3Hu35,https://api.spotify.com/v1/audio-analysis/4GUWLDcyEDBbFEbxD3Hu35,472529.0,4.0
Bini,Joy Never-Ending - Live,3aDUbjpYgqwKwqUFqkBzF5,0.511,0.78,4.0,-6.303,1.0,0.0384,0.0184,0.0,0.476,0.386,99.959,audio_features,3aDUbjpYgqwKwqUFqkBzF5,spotify:track:3aDUbjpYgqwKwqUFqkBzF5,https://api.spotify.com/v1/tracks/3aDUbjpYgqwKwqUFqkBzF5,https://api.spotify.com/v1/audio-analysis/3aDUbjpYgqwKwqUFqkBzF5,228080.0,4.0
Bini,Nevroze ari,1ScpXRwmJBo2Zg6UE1bhsJ,0.746,0.708,11.0,-7.22,0.0,0.18,0.0408,0.0015,0.0571,0.439,99.633,audio_features,1ScpXRwmJBo2Zg6UE1bhsJ,spotify:track:1ScpXRwmJBo2Zg6UE1bhsJ,https://api.spotify.com/v1/tracks/1ScpXRwmJBo2Zg6UE1bhsJ,https://api.spotify.com/v1/audio-analysis/1ScpXRwmJBo2Zg6UE1bhsJ,152067.0,4.0
Bini,Theme From The House Of Glass,0dJRRDgrN9MgWThzTQ20KC,0.609,0.771,2.0,-9.7,1.0,0.0419,0.00296,0.901,0.0692,0.93,125.012,audio_features,0dJRRDgrN9MgWThzTQ20KC,spotify:track:0dJRRDgrN9MgWThzTQ20KC,https://api.spotify.com/v1/tracks/0dJRRDgrN9MgWThzTQ20KC,https://api.spotify.com/v1/audio-analysis/0dJRRDgrN9MgWThzTQ20KC,267595.0,4.0
Bini,Yes (Obedience) - Live,2SsPKtPGUnMSPGGoh63pr9,0.397,0.607,4.0,-5.328,0.0,0.0323,0.338,0.0,0.749,0.359,151.751,audio_features,2SsPKtPGUnMSPGGoh63pr9,spotify:track:2SsPKtPGUnMSPGGoh63pr9,https://api.spotify.com/v1/tracks/2SsPKtPGUnMSPGGoh63pr9,https://api.spotify.com/v1/audio-analysis/2SsPKtPGUnMSPGGoh63pr9,230320.0,4.0
Bini,Groove is in the Heart - Dee-Booty Mix,4M3hbIJgvVLkyliyUK0wFc,0.798,0.961,1.0,-6.463,1.0,0.087,0.00101,0.139,0.949,0.323,123.011,audio_features,4M3hbIJgvVLkyliyUK0wFc,spotify:track:4M3hbIJgvVLkyliyUK0wFc,https://api.spotify.com/v1/tracks/4M3hbIJgvVLkyliyUK0wFc,https://api.spotify.com/v1/audio-analysis/4M3hbIJgvVLkyliyUK0wFc,436532.0,4.0
Bini,Tell of Your Glory - Live,6Sh1uFvyP4tfyGTszz5Ejx,0.527,0.892,8.0,-5.538,1.0,0.0944,0.0343,0.0,0.623,0.328,106.935,audio_features,6Sh1uFvyP4tfyGTszz5Ejx,spotify:track:6Sh1uFvyP4tfyGTszz5Ejx,https://api.spotify.com/v1/tracks/6Sh1uFvyP4tfyGTszz5Ejx,https://api.spotify.com/v1/audio-analysis/6Sh1uFvyP4tfyGTszz5Ejx,248333.0,4.0
Bini,Gate of Heaven - Live,3nnR6PHO4QLju0q4RfnDhf,0.345,0.305,3.0,-10.021,1.0,0.0311,0.252,0.000106,0.0742,0.107,146.815,audio_features,3nnR6PHO4QLju0q4RfnDhf,spotify:track:3nnR6PHO4QLju0q4RfnDhf,https://api.spotify.com/v1/tracks/3nnR6PHO4QLju0q4RfnDhf,https://api.spotify.com/v1/audio-analysis/3nnR6PHO4QLju0q4RfnDhf,569685.0,3.0
Bini,Be Still and Know - Reprise,6dIl1gBi5dtVSdetX3K7tv,0.353,0.861,5.0,-5.151,1.0,0.195,0.00206,0.0,0.216,0.0656,146.954,audio_features,6dIl1gBi5dtVSdetX3K7tv,spotify:track:6dIl1gBi5dtVSdetX3K7tv,https://api.spotify.com/v1/tracks/6dIl1gBi5dtVSdetX3K7tv,https://api.spotify.com/v1/audio-analysis/6dIl1gBi5dtVSdetX3K7tv,347592.0,4.0
Bini,Unshakable Love,1LsKsWZPIZGemjFXk5QP8E,0.289,0.329,3.0,-7.893,1.0,0.0306,0.757,0.0,0.0976,0.0813,66.972,audio_features,1LsKsWZPIZGemjFXk5QP8E,spotify:track:1LsKsWZPIZGemjFXk5QP8E,https://api.spotify.com/v1/tracks/1LsKsWZPIZGemjFXk5QP8E,https://api.spotify.com/v1/audio-analysis/1LsKsWZPIZGemjFXk5QP8E,312573.0,4.0
Bini,The Mighty Chorus,1duSxsNsp98n26UHeSVZ8U,0.432,0.717,8.0,-5.551,1.0,0.0325,0.0264,0.0,0.293,0.492,157.769,audio_features,1duSxsNsp98n26UHeSVZ8U,spotify:track:1duSxsNsp98n26UHeSVZ8U,https://api.spotify.com/v1/tracks/1duSxsNsp98n26UHeSVZ8U,https://api.spotify.com/v1/audio-analysis/1duSxsNsp98n26UHeSVZ8U,291753.0,3.0
Bini,Ain't Nothing Going On,4aasHeAJgVPSha9QwYACe0,0.775,0.729,11.0,-8.603,0.0,0.0466,0.0325,0.0043,0.0395,0.945,123.999,audio_features,4aasHeAJgVPSha9QwYACe0,spotify:track:4aasHeAJgVPSha9QwYACe0,https://api.spotify.com/v1/tracks/4aasHeAJgVPSha9QwYACe0,https://api.spotify.com/v1/audio-analysis/4aasHeAJgVPSha9QwYACe0,204000.0,4.0
Bini,Family Affair,6fJaq9Fw0sHb3KMIWMYF3A,0.767,0.655,0.0,-9.73,1.0,0.046,0.00473,0.181,0.0595,0.807,114.993,audio_features,6fJaq9Fw0sHb3KMIWMYF3A,spotify:track:6fJaq9Fw0sHb3KMIWMYF3A,https://api.spotify.com/v1/tracks/6fJaq9Fw0sHb3KMIWMYF3A,https://api.spotify.com/v1/audio-analysis/6fJaq9Fw0sHb3KMIWMYF3A,347847.0,4.0
Bini,Calma,2Fre2QQSKSCa27fookUm8N,0.757,0.591,2.0,-9.886,1.0,0.0297,0.4,0.00104,0.113,0.455,126.951,audio_features,2Fre2QQSKSCa27fookUm8N,spotify:track:2Fre2QQSKSCa27fookUm8N,https://api.spotify.com/v1/tracks/2Fre2QQSKSCa27fookUm8N,https://api.spotify.com/v1/audio-analysis/2Fre2QQSKSCa27fookUm8N,322551.0,4.0
Bini,Lagi,2HQDGdlbOR1QEl5vPugr1J,0.777,0.831,9.0,-2.917,1.0,0.0554,0.02,7.14e-05,0.248,0.719,117.016,audio_features,2HQDGdlbOR1QEl5vPugr1J,spotify:track:2HQDGdlbOR1QEl5vPugr1J,https://api.spotify.com/v1/tracks/2HQDGdlbOR1QEl5vPugr1J,https://api.spotify.com/v1/audio-analysis/2HQDGdlbOR1QEl5vPugr1J,256410.0,4.0
Bini,Blessed Be the Name - Live,27kkZGlQv3PwHP2zf8b8yk,0.362,0.694,5.0,-7.673,1.0,0.0527,0.00954,5.1e-06,0.62,0.18,147.938,audio_features,27kkZGlQv3PwHP2zf8b8yk,spotify:track:27kkZGlQv3PwHP2zf8b8yk,https://api.spotify.com/v1/tracks/27kkZGlQv3PwHP2zf8b8yk,https://api.spotify.com/v1/audio-analysis/27kkZGlQv3PwHP2zf8b8yk,318520.0,4.0
Bini,Pushin P - Instrumental,2TyrXk9kgoHq5l1clwozRL,0.771,0.635,5.0,-11.764,0.0,0.0449,0.359,0.783,0.221,0.0959,128.007,audio_features,2TyrXk9kgoHq5l1clwozRL,spotify:track:2TyrXk9kgoHq5l1clwozRL,https://api.spotify.com/v1/tracks/2TyrXk9kgoHq5l1clwozRL,https://api.spotify.com/v1/audio-analysis/2TyrXk9kgoHq5l1clwozRL,180000.0,4.0
Bini,7 Dite,2JFsJKBopg6TGP6mJR2KUy,0.734,0.744,3.0,-6.309,0.0,0.0433,0.303,2.59e-06,0.396,0.451,116.938,audio_features,2JFsJKBopg6TGP6mJR2KUy,spotify:track:2JFsJKBopg6TGP6mJR2KUy,https://api.spotify.com/v1/tracks/2JFsJKBopg6TGP6mJR2KUy,https://api.spotify.com/v1/audio-analysis/2JFsJKBopg6TGP6mJR2KUy,176410.0,4.0
Bini,Hide Away,21a4jwfu56MXqLleWAxBm6,0.292,0.36,5.0,-10.034,1.0,0.0306,0.697,2.82e-05,0.0624,0.15,143.711,audio_features,21a4jwfu56MXqLleWAxBm6,spotify:track:21a4jwfu56MXqLleWAxBm6,https://api.spotify.com/v1/tracks/21a4jwfu56MXqLleWAxBm6,https://api.spotify.com/v1/audio-analysis/21a4jwfu56MXqLleWAxBm6,300573.0,4.0
Bini,Receive,0SYgPJkOA6IabEIOw7bJK1,0.338,0.264,0.0,-9.072,1.0,0.0327,0.708,1.82e-06,0.253,0.17,142.721,audio_features,0SYgPJkOA6IabEIOw7bJK1,spotify:track:0SYgPJkOA6IabEIOw7bJK1,https://api.spotify.com/v1/tracks/0SYgPJkOA6IabEIOw7bJK1,https://api.spotify.com/v1/audio-analysis/0SYgPJkOA6IabEIOw7bJK1,338853.0,3.0
Eddy Kenzo,Sitya Loss,5a39V8NZADQeq7yxRJ8H7l,0.799,0.887,7.0,-4.358,1.0,0.14,0.0235,0.0,0.196,0.953,120.022,audio_features,5a39V8NZADQeq7yxRJ8H7l,spotify:track:5a39V8NZADQeq7yxRJ8H7l,https://api.spotify.com/v1/tracks/5a39V8NZADQeq7yxRJ8H7l,https://api.spotify.com/v1/audio-analysis/5a39V8NZADQeq7yxRJ8H7l,248477.0,4.0
Eddy Kenzo,Tweyagale,7tT1T2h2ZHKZxWgJUrlI8n,0.768,0.594,1.0,-4.761,1.0,0.13,0.729,0.261,0.0915,0.924,180.048,audio_features,7tT1T2h2ZHKZxWgJUrlI8n,spotify:track:7tT1T2h2ZHKZxWgJUrlI8n,https://api.spotify.com/v1/tracks/7tT1T2h2ZHKZxWgJUrlI8n,https://api.spotify.com/v1/audio-analysis/7tT1T2h2ZHKZxWgJUrlI8n,210667.0,4.0
Eddy Kenzo,Mbilo Mbilo,7cnEFpKclEbK1Dg9se5LGJ,0.75,0.838,2.0,-5.397,1.0,0.0391,0.196,0.0,0.108,0.858,106.995,audio_features,7cnEFpKclEbK1Dg9se5LGJ,spotify:track:7cnEFpKclEbK1Dg9se5LGJ,https://api.spotify.com/v1/tracks/7cnEFpKclEbK1Dg9se5LGJ,https://api.spotify.com/v1/audio-analysis/7cnEFpKclEbK1Dg9se5LGJ,229603.0,4.0
Eddy Kenzo,Mariaroza,3uGLvH8E5k4lTyxQafHNEY,0.81,0.637,6.0,-6.746,1.0,0.0686,0.212,5.78e-06,0.424,0.934,111.02,audio_features,3uGLvH8E5k4lTyxQafHNEY,spotify:track:3uGLvH8E5k4lTyxQafHNEY,https://api.spotify.com/v1/tracks/3uGLvH8E5k4lTyxQafHNEY,https://api.spotify.com/v1/audio-analysis/3uGLvH8E5k4lTyxQafHNEY,231419.0,4.0
Eddy Kenzo,Weekend,3E9Je5SFJhlcQq3CFj6ZbV,0.795,0.813,7.0,-6.037,1.0,0.13,0.0787,1.88e-05,0.163,0.561,96.954,audio_features,3E9Je5SFJhlcQq3CFj6ZbV,spotify:track:3E9Je5SFJhlcQq3CFj6ZbV,https://api.spotify.com/v1/tracks/3E9Je5SFJhlcQq3CFj6ZbV,https://api.spotify.com/v1/audio-analysis/3E9Je5SFJhlcQq3CFj6ZbV,191974.0,4.0
Eddy Kenzo,Balippila Boda,0kCq756107WtOnKBaPk5p9,0.888,0.835,2.0,-0.774,1.0,0.0963,0.418,0.0,0.0618,0.857,99.06,audio_features,0kCq756107WtOnKBaPk5p9,spotify:track:0kCq756107WtOnKBaPk5p9,https://api.spotify.com/v1/tracks/0kCq756107WtOnKBaPk5p9,https://api.spotify.com/v1/audio-analysis/0kCq756107WtOnKBaPk5p9,206139.0,4.0
Eddy Kenzo,Semyekozo,48onIUtcrLi96QIOSHEDsj,0.801,0.712,7.0,-6.882,1.0,0.0442,0.551,0.133,0.124,0.721,105.985,audio_features,48onIUtcrLi96QIOSHEDsj,spotify:track:48onIUtcrLi96QIOSHEDsj,https://api.spotify.com/v1/tracks/48onIUtcrLi96QIOSHEDsj,https://api.spotify.com/v1/audio-analysis/48onIUtcrLi96QIOSHEDsj,197008.0,4.0
Eddy Kenzo,Jambole,4Cd2DY6EjV8aqI9sjVdJk6,0.725,0.78,7.0,-5.548,1.0,0.0388,0.199,3.28e-05,0.321,0.859,112.985,audio_features,4Cd2DY6EjV8aqI9sjVdJk6,spotify:track:4Cd2DY6EjV8aqI9sjVdJk6,https://api.spotify.com/v1/tracks/4Cd2DY6EjV8aqI9sjVdJk6,https://api.spotify.com/v1/audio-analysis/4Cd2DY6EjV8aqI9sjVdJk6,194064.0,4.0
Eddy Kenzo,Selebu,3tl6EXmOcLHOUkCRfzIYuA,0.71,0.886,9.0,-5.005,1.0,0.0455,0.539,0.00121,0.205,0.859,110.031,audio_features,3tl6EXmOcLHOUkCRfzIYuA,spotify:track:3tl6EXmOcLHOUkCRfzIYuA,https://api.spotify.com/v1/tracks/3tl6EXmOcLHOUkCRfzIYuA,https://api.spotify.com/v1/audio-analysis/3tl6EXmOcLHOUkCRfzIYuA,231273.0,4.0
Eddy Kenzo,Muleleetu,15KycmRRSpjaczTTgwowex,0.772,0.574,2.0,-10.103,1.0,0.107,0.496,0.0333,0.136,0.799,95.048,audio_features,15KycmRRSpjaczTTgwowex,spotify:track:15KycmRRSpjaczTTgwowex,https://api.spotify.com/v1/tracks/15KycmRRSpjaczTTgwowex,https://api.spotify.com/v1/audio-analysis/15KycmRRSpjaczTTgwowex,158093.0,4.0
Eddy Kenzo,Zigido,1AOooIBy55dZBOAuUPf3VX,0.635,0.875,11.0,-3.387,1.0,0.0648,0.225,0.0,0.0502,0.964,199.985,audio_features,1AOooIBy55dZBOAuUPf3VX,spotify:track:1AOooIBy55dZBOAuUPf3VX,https://api.spotify.com/v1/tracks/1AOooIBy55dZBOAuUPf3VX,https://api.spotify.com/v1/audio-analysis/1AOooIBy55dZBOAuUPf3VX,228497.0,4.0
Eddy Kenzo,Blessed,1BwZxS3rVg3c4OmJuZwAhL,0.778,0.529,8.0,-11.98,1.0,0.284,0.648,0.00399,0.0678,0.803,99.969,audio_features,1BwZxS3rVg3c4OmJuZwAhL,spotify:track:1BwZxS3rVg3c4OmJuZwAhL,https://api.spotify.com/v1/tracks/1BwZxS3rVg3c4OmJuZwAhL,https://api.spotify.com/v1/audio-analysis/1BwZxS3rVg3c4OmJuZwAhL,199200.0,4.0
Eddy Kenzo,Sango,7MY8R36LDzKtRHN9ii3qo8,0.72,0.832,6.0,-5.666,1.0,0.0525,0.223,0.3,0.0752,0.957,195.943,audio_features,7MY8R36LDzKtRHN9ii3qo8,spotify:track:7MY8R36LDzKtRHN9ii3qo8,https://api.spotify.com/v1/tracks/7MY8R36LDzKtRHN9ii3qo8,https://api.spotify.com/v1/audio-analysis/7MY8R36LDzKtRHN9ii3qo8,211617.0,4.0
Eddy Kenzo,Mariarosa,3MOQ1FHbBoQfTwefcBtPzK,0.813,0.63,6.0,-5.814,1.0,0.0564,0.387,1.77e-05,0.108,0.891,111.014,audio_features,3MOQ1FHbBoQfTwefcBtPzK,spotify:track:3MOQ1FHbBoQfTwefcBtPzK,https://api.spotify.com/v1/tracks/3MOQ1FHbBoQfTwefcBtPzK,https://api.spotify.com/v1/audio-analysis/3MOQ1FHbBoQfTwefcBtPzK,233796.0,4.0
Eddy Kenzo,Byansi,5V5rdQAVD5fyp2rZhdCDaI,0.788,0.716,1.0,-5.976,0.0,0.0323,0.666,0.324,0.107,0.916,116.029,audio_features,5V5rdQAVD5fyp2rZhdCDaI,spotify:track:5V5rdQAVD5fyp2rZhdCDaI,https://api.spotify.com/v1/tracks/5V5rdQAVD5fyp2rZhdCDaI,https://api.spotify.com/v1/audio-analysis/5V5rdQAVD5fyp2rZhdCDaI,229655.0,4.0
Eddy Kenzo,Stamina [Rmx],5DtQUKY6u7GcCfRsIWozsn,0.752,0.763,8.0,-4.816,0.0,0.077,0.528,0.0,0.0971,0.655,87.362,audio_features,5DtQUKY6u7GcCfRsIWozsn,spotify:track:5DtQUKY6u7GcCfRsIWozsn,https://api.spotify.com/v1/tracks/5DtQUKY6u7GcCfRsIWozsn,https://api.spotify.com/v1/audio-analysis/5DtQUKY6u7GcCfRsIWozsn,295262.0,4.0
Eddy Kenzo,Nsimbudde,6UA68a8c6ohDHZNsOSAnD7,0.807,0.699,3.0,-8.342,1.0,0.0477,0.649,0.391,0.0631,0.825,100.017,audio_features,6UA68a8c6ohDHZNsOSAnD7,spotify:track:6UA68a8c6ohDHZNsOSAnD7,https://api.spotify.com/v1/tracks/6UA68a8c6ohDHZNsOSAnD7,https://api.spotify.com/v1/audio-analysis/6UA68a8c6ohDHZNsOSAnD7,219400.0,4.0
Eddy Kenzo,Kadondo Style,1vBzd0jlsXdbkcah5NTRGh,0.757,0.903,8.0,-4.191,1.0,0.145,0.243,0.0,0.158,0.917,120.004,audio_features,1vBzd0jlsXdbkcah5NTRGh,spotify:track:1vBzd0jlsXdbkcah5NTRGh,https://api.spotify.com/v1/tracks/1vBzd0jlsXdbkcah5NTRGh,https://api.spotify.com/v1/audio-analysis/1vBzd0jlsXdbkcah5NTRGh,234240.0,4.0
Eddy Kenzo,Enjoyment,5pf5ek4NcXQAsuoRhvO7A3,0.781,0.724,10.0,-4.604,1.0,0.269,0.762,3.45e-06,0.108,0.789,93.06,audio_features,5pf5ek4NcXQAsuoRhvO7A3,spotify:track:5pf5ek4NcXQAsuoRhvO7A3,https://api.spotify.com/v1/tracks/5pf5ek4NcXQAsuoRhvO7A3,https://api.spotify.com/v1/audio-analysis/5pf5ek4NcXQAsuoRhvO7A3,193776.0,4.0
Eddy Kenzo,Signal,16mNC2GmoslQrZzUonY6Kx,0.758,0.672,2.0,-8.286,1.0,0.0821,0.778,0.785,0.289,0.829,97.989,audio_features,16mNC2GmoslQrZzUonY6Kx,spotify:track:16mNC2GmoslQrZzUonY6Kx,https://api.spotify.com/v1/tracks/16mNC2GmoslQrZzUonY6Kx,https://api.spotify.com/v1/audio-analysis/16mNC2GmoslQrZzUonY6Kx,185329.0,4.0
